code,description,code_type,source,year
A4349,"Male external catheter, with or without adhesive, disposable, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4351,"Intermittent urinary catheter; straight tip, with or without coating (teflon, silicone, or silicone elastomer, etc.), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4352,"Intermittent urinary catheter; coude (curved) tip, with or without coating (teflon, silicone, or silicone elastomeric, etc.), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4353,"Intermittent urinary catheter, with insertion supplies",HCPCS_Level_II,HCPC2026_JAN,2026
A4354,Insertion tray with drainage bag but without catheter,HCPCS_Level_II,HCPC2026_JAN,2026
A4355,"Irrigation tubing set for continuous bladder irrigation through a three-way indwelling foley catheter, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4356,"External urethral clamp or compression device (not to be used for catheter clamp), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4357,"Bedside drainage bag, day or night, with or without anti-reflux device, with or without tube, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4358,"Urinary drainage bag, leg or abdomen, vinyl, with or without tube, with straps, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4360,"Disposable external urethral clamp or compression device, with pad and/or pouch, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4361,"Ostomy faceplate, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4362,"Skin barrier; solid, 4 x 4 or equivalent; each",HCPCS_Level_II,HCPC2026_JAN,2026
A4363,"Ostomy clamp, any type, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4364,"Adhesive, liquid or equal, any type, per oz",HCPCS_Level_II,HCPC2026_JAN,2026
A4366,"Ostomy vent, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4367,"Ostomy belt, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4368,"Ostomy filter, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4369,"Ostomy skin barrier, liquid (spray, brush, etc.), per oz",HCPCS_Level_II,HCPC2026_JAN,2026
A4371,"Ostomy skin barrier, powder, per oz",HCPCS_Level_II,HCPC2026_JAN,2026
A4372,"Ostomy skin barrier, solid 4 x 4 or equivalent, standard wear, with built-in convexity, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4373,"Ostomy skin barrier, with flange (solid, flexible or accordion), with built-in convexity, any size, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4375,"Ostomy pouch, drainable, with faceplate attached, plastic, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4376,"Ostomy pouch, drainable, with faceplate attached, rubber, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4377,"Ostomy pouch, drainable, for use on faceplate, plastic, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4378,"Ostomy pouch, drainable, for use on faceplate, rubber, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4379,"Ostomy pouch, urinary, with faceplate attached, plastic, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4380,"Ostomy pouch, urinary, with faceplate attached, rubber, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4381,"Ostomy pouch, urinary, for use on faceplate, plastic, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4382,"Ostomy pouch, urinary, for use on faceplate, heavy plastic, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4383,"Ostomy pouch, urinary, for use on faceplate, rubber, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4384,"Ostomy faceplate equivalent, silicone ring, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4385,"Ostomy skin barrier, solid 4 x 4 or equivalent, extended wear, without built-in convexity, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4387,"Ostomy pouch, closed, with barrier attached, with built-in convexity (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4388,"Ostomy pouch, drainable, with extended wear barrier attached, (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4389,"Ostomy pouch, drainable, with barrier attached, with built-in convexity (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4390,"Ostomy pouch, drainable, with extended wear barrier attached, with built-in convexity (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4391,"Ostomy pouch, urinary, with extended wear barrier attached (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4392,"Ostomy pouch, urinary, with standard wear barrier attached, with built-in convexity (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4393,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4394,"Ostomy deodorant, with or without lubricant, for use in ostomy pouch, per fluid ounce",HCPCS_Level_II,HCPC2026_JAN,2026
A4395,"Ostomy deodorant for use in ostomy pouch, solid, per tablet",HCPCS_Level_II,HCPC2026_JAN,2026
A4396,Ostomy belt with peristomal hernia support,HCPCS_Level_II,HCPC2026_JAN,2026
A4397,"Irrigation supply; sleeve, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4398,"Ostomy irrigation supply; bag, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4399,"Ostomy irrigation supply; cone/catheter, with or without brush",HCPCS_Level_II,HCPC2026_JAN,2026
A4400,Ostomy irrigation set,HCPCS_Level_II,HCPC2026_JAN,2026
A4402,"Lubricant, per ounce",HCPCS_Level_II,HCPC2026_JAN,2026
A4404,"Ostomy ring, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4405,"Ostomy skin barrier, non-pectin based, paste, per ounce",HCPCS_Level_II,HCPC2026_JAN,2026
A4406,"Ostomy skin barrier, pectin-based, paste, per ounce",HCPCS_Level_II,HCPC2026_JAN,2026
A4407,"Ostomy skin barrier, with flange (solid, flexible, or accordion), extended wear, with built-in convexity, 4 x 4 inches or smaller, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4408,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, with built-in convexity, larger than 4 x 4 inches, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4409,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, without built-in convexity, 4 x 4 inches or smaller, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4410,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, without built-in convexity, larger than 4 x 4 inches, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4411,"Ostomy skin barrier, solid 4 x 4 or equivalent, extended wear, with built-in convexity, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4412,"Ostomy pouch, drainable, high output, for use on a barrier with flange (2 piece system), without filter, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4413,"Ostomy pouch, drainable, high output, for use on a barrier with flange (2 piece system), with filter, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4414,"Ostomy skin barrier, with flange (solid, flexible or accordion), without built-in convexity, 4 x 4 inches or smaller, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4415,"Ostomy skin barrier, with flange (solid, flexible or accordion), without built-in convexity, larger than 4 x 4 inches, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4416,"Ostomy pouch, closed, with barrier attached, with filter (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4417,"Ostomy pouch, closed, with barrier attached, with built-in convexity, with filter (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4418,"Ostomy pouch, closed; without barrier attached, with filter (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4419,"Ostomy pouch, closed; for use on barrier with non-locking flange, with filter (2 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4420,"Ostomy pouch, closed; for use on barrier with locking flange (2 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4421,Ostomy supply; miscellaneous,HCPCS_Level_II,HCPC2026_JAN,2026
A4422,"Ostomy absorbent material (sheet/pad/crystal packet) for use in ostomy pouch to thicken liquid stomal output, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4423,"Ostomy pouch, closed; for use on barrier with locking flange, with filter (2 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4424,"Ostomy pouch, drainable, with barrier attached, with filter (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4425,"Ostomy pouch, drainable; for use on barrier with non-locking flange, with filter (2 piece system), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4426,"Ostomy pouch, drainable; for use on barrier with locking flange (2 piece system), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4427,"Ostomy pouch, drainable; for use on barrier with locking flange, with filter (2 piece system), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4428,"Ostomy pouch, urinary, with extended wear barrier attached, with faucet-type tap with valve (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4429,"Ostomy pouch, urinary, with barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4430,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4431,"Ostomy pouch, urinary; with barrier attached, with faucet-type tap with valve (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4432,"Ostomy pouch, urinary; for use on barrier with non-locking flange, with faucet-type tap with valve (2 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4433,"Ostomy pouch, urinary; for use on barrier with locking flange (2 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4434,"Ostomy pouch, urinary; for use on barrier with locking flange, with faucet-type tap with valve (2 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4435,"Ostomy pouch, drainable, high output, with extended wear barrier (one-piece system), with or without filter, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4436,"Irrigation supply; sleeve, reusable, per month",HCPCS_Level_II,HCPC2026_JAN,2026
A4437,"Irrigation supply; sleeve, disposable, per month",HCPCS_Level_II,HCPC2026_JAN,2026
A4438,"Adhesive clip applied to the skin to secure external electrical nerve stimulator controller, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4450,"Tape, non-waterproof, per 18 square inches",HCPCS_Level_II,HCPC2026_JAN,2026
A4452,"Tape, waterproof, per 18 square inches",HCPCS_Level_II,HCPC2026_JAN,2026
A4453,"Rectal catheter with or without balloon, for use with any type transanal irrigation system, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4455,"Adhesive remover or solvent (for tape, cement or other adhesive), per ounce",HCPCS_Level_II,HCPC2026_JAN,2026
A4456,"Adhesive remover, wipes, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4457,"Enema tube, with or without adapter, any type, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4458,"Enema bag with tubing, reusable",HCPCS_Level_II,HCPC2026_JAN,2026
A4459,"Manual transanal irrigation system, includes water reservoir, pump, tubing, and accessories, without catheter, any type",HCPCS_Level_II,HCPC2026_JAN,2026
A4461,"Surgical dressing holder, non-reusable, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4463,"Surgical dressing holder, reusable, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4465,Non-elastic binder for extremity,HCPCS_Level_II,HCPC2026_JAN,2026
A4466,"Garment, belt, sleeve or other covering, elastic or similar stretchable material, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4467,"Belt, strap, sleeve, garment, or covering, any type",HCPCS_Level_II,HCPC2026_JAN,2026
A4468,"Exsufflation belt, includes all supplies and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
A4470,Gravlee jet washer,HCPCS_Level_II,HCPC2026_JAN,2026
A4480,Vabra aspirator,HCPCS_Level_II,HCPC2026_JAN,2026
A4481,"Tracheostoma filter, any type, any size, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4483,"Moisture exchanger, disposable, for use with invasive mechanical ventilation",HCPCS_Level_II,HCPC2026_JAN,2026
A4490,"Surgical stockings above knee length, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4495,"Surgical stockings thigh length, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4500,"Surgical stockings below knee length, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4510,"Surgical stockings full length, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4520,"Incontinence garment, any type, (e.g., brief, diaper), each",HCPCS_Level_II,HCPC2026_JAN,2026
A4540,"Distal transcutaneous electrical nerve stimulator, stimulates peripheral nerves of the upper arm",HCPCS_Level_II,HCPC2026_JAN,2026
A4541,Monthly supplies for use of device coded at e0733,HCPCS_Level_II,HCPC2026_JAN,2026
A4542,Supplies and accessories for external upper limb tremor stimulator of the peripheral nerves of the wrist,HCPCS_Level_II,HCPC2026_JAN,2026
A4543,"Supplies for transcutaneous electrical nerve stimulator, for nerves in the auricular region, per month",HCPCS_Level_II,HCPC2026_JAN,2026
A4544,Electrode for external lower extremity nerve stimulator for restless legs syndrome,HCPCS_Level_II,HCPC2026_JAN,2026
A4545,"Supplies and accessories for external tibial nerve stimulator (e.g., socks, gel pads, electrodes, etc.), needed for one month",HCPCS_Level_II,HCPC2026_JAN,2026
A4550,Surgical trays,HCPCS_Level_II,HCPC2026_JAN,2026
A4553,"Non-disposable underpads, all sizes",HCPCS_Level_II,HCPC2026_JAN,2026
A4554,"Disposable underpads, all sizes",HCPCS_Level_II,HCPC2026_JAN,2026
A4555,"Electrode/transducer for use with electrical stimulation device used for cancer treatment, replacement only",HCPCS_Level_II,HCPC2026_JAN,2026
A4556,"Electrodes, (e.g., apnea monitor), per pair",HCPCS_Level_II,HCPC2026_JAN,2026
A4557,"Lead wires, (e.g., apnea monitor), per pair",HCPCS_Level_II,HCPC2026_JAN,2026
A4558,"Conductive gel or paste, for use with electrical device (e.g., tens, nmes), per oz",HCPCS_Level_II,HCPC2026_JAN,2026
A4559,"Coupling gel or paste, for use with ultrasound device, per oz",HCPCS_Level_II,HCPC2026_JAN,2026
A4560,"Neuromuscular electrical stimulator (nmes), disposable, replacement only",HCPCS_Level_II,HCPC2026_JAN,2026
A4561,"Pessary, reusable, rubber, any type",HCPCS_Level_II,HCPC2026_JAN,2026
A4562,"Pessary, reusable, non rubber, any type",HCPCS_Level_II,HCPC2026_JAN,2026
A4563,"Rectal control system for vaginal insertion, for long term use, includes pump and all supplies and accessories, any type each",HCPCS_Level_II,HCPC2026_JAN,2026
A4564,"Pessary, disposable, any type",HCPCS_Level_II,HCPC2026_JAN,2026
A4565,Slings,HCPCS_Level_II,HCPC2026_JAN,2026
A4566,"Shoulder sling or vest design, abduction restrainer, with or without swathe control, prefabricated, includes fitting and adjustment",HCPCS_Level_II,HCPC2026_JAN,2026
A4570,Splint,HCPCS_Level_II,HCPC2026_JAN,2026
A4575,"Topical hyperbaric oxygen chamber, disposable",HCPCS_Level_II,HCPC2026_JAN,2026
A4580,"Cast supplies (e.g., plaster)",HCPCS_Level_II,HCPC2026_JAN,2026
A4590,"Special casting material (e.g., fiberglass)",HCPCS_Level_II,HCPC2026_JAN,2026
A4593,"Neuromodulation stimulator system, adjunct to rehabilitation therapy regime, controller",HCPCS_Level_II,HCPC2026_JAN,2026
A4594,"Neuromodulation stimulator system, adjunct to rehabilitation therapy regime, mouthpiece each",HCPCS_Level_II,HCPC2026_JAN,2026
A4595,"Electrical stimulator supplies, 2 lead, per month, (e.g., tens, nmes)",HCPCS_Level_II,HCPC2026_JAN,2026
A4596,"Cranial electrotherapy stimulation (ces) system supplies and accessories, per month",HCPCS_Level_II,HCPC2026_JAN,2026
A4600,"Sleeve for intermittent limb compression device, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4601,"Lithium ion battery, rechargeable, for non-prosthetic use, replacement",HCPCS_Level_II,HCPC2026_JAN,2026
A4602,"Replacement battery for external infusion pump owned by patient, lithium, 1.5 volt, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4604,Tubing with integrated heating element for use with positive airway pressure device,HCPCS_Level_II,HCPC2026_JAN,2026
A4605,"Tracheal suction catheter, closed system, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4606,"Oxygen probe for use with oximeter device, replacement",HCPCS_Level_II,HCPC2026_JAN,2026
A4608,"Transtracheal oxygen catheter, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4611,"Battery, heavy duty; replacement for patient owned ventilator",HCPCS_Level_II,HCPC2026_JAN,2026
A4612,Battery cables; replacement for patient-owned ventilator,HCPCS_Level_II,HCPC2026_JAN,2026
A4613,Battery charger; replacement for patient-owned ventilator,HCPCS_Level_II,HCPC2026_JAN,2026
A4614,"Peak expiratory flow rate meter, hand held",HCPCS_Level_II,HCPC2026_JAN,2026
A4615,"Cannula, nasal",HCPCS_Level_II,HCPC2026_JAN,2026
A4616,"Tubing (oxygen), per foot",HCPCS_Level_II,HCPC2026_JAN,2026
A4617,Mouth piece,HCPCS_Level_II,HCPC2026_JAN,2026
A4618,Breathing circuits,HCPCS_Level_II,HCPC2026_JAN,2026
A4619,Face tent,HCPCS_Level_II,HCPC2026_JAN,2026
A4620,Variable concentration mask,HCPCS_Level_II,HCPC2026_JAN,2026
A4623,"Tracheostomy, inner cannula",HCPCS_Level_II,HCPC2026_JAN,2026
A4624,"Tracheal suction catheter, any type other than closed system, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4625,Tracheostomy care kit for new tracheostomy,HCPCS_Level_II,HCPC2026_JAN,2026
A4626,"Tracheostomy cleaning brush, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4627,"Spacer, bag or reservoir, with or without mask, for use with metered dose inhaler",HCPCS_Level_II,HCPC2026_JAN,2026
A4628,"Oral and/or oropharyngeal suction catheter, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4629,Tracheostomy care kit for established tracheostomy,HCPCS_Level_II,HCPC2026_JAN,2026
A4630,"Replacement batteries, medically necessary, transcutaneous electrical stimulator, owned by patient",HCPCS_Level_II,HCPC2026_JAN,2026
A4633,"Replacement bulb/lamp for ultraviolet light therapy system, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4634,"Replacement bulb for therapeutic light box, tabletop model",HCPCS_Level_II,HCPC2026_JAN,2026
A4635,"Underarm pad, crutch, replacement, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4636,"Replacement, handgrip, cane, crutch, or walker, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4637,"Replacement, tip, cane, crutch, walker, each.",HCPCS_Level_II,HCPC2026_JAN,2026
A4638,"Replacement battery for patient-owned ear pulse generator, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4639,"Replacement pad for infrared heating pad system, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4640,Replacement pad for use with medically necessary alternating pressure pad owned by patient,HCPCS_Level_II,HCPC2026_JAN,2026
A4641,"Radiopharmaceutical, diagnostic, not otherwise classified",HCPCS_Level_II,HCPC2026_JAN,2026
A4642,"Indium in-111 satumomab pendetide, diagnostic, per study dose, up to 6 millicuries",HCPCS_Level_II,HCPC2026_JAN,2026
A4648,"Tissue marker, implantable, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4649,Surgical supply; miscellaneous,HCPCS_Level_II,HCPC2026_JAN,2026
A4650,"Implantable radiation dosimeter, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4651,"Calibrated microcapillary tube, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4652,Microcapillary tube sealant,HCPCS_Level_II,HCPC2026_JAN,2026
A4653,"Peritoneal dialysis catheter anchoring device, belt, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4657,"Syringe, with or without needle, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4660,Sphygmomanometer/blood pressure apparatus with cuff and stethoscope,HCPCS_Level_II,HCPC2026_JAN,2026
A4663,Blood pressure cuff only,HCPCS_Level_II,HCPC2026_JAN,2026
A4670,Automatic blood pressure monitor,HCPCS_Level_II,HCPC2026_JAN,2026
A4671,"Disposable cycler set used with cycler dialysis machine, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4672,"Drainage extension line, sterile, for dialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4673,"Extension line with easy lock connectors, used with dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4674,"Chemicals/antiseptics solution used to clean/sterilize dialysis equipment, per 8 oz",HCPCS_Level_II,HCPC2026_JAN,2026
A4680,"Activated carbon filter for hemodialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4690,"Dialyzer (artificial kidneys), all types, all sizes, for hemodialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4706,"Bicarbonate concentrate, solution, for hemodialysis, per gallon",HCPCS_Level_II,HCPC2026_JAN,2026
A4707,"Bicarbonate concentrate, powder, for hemodialysis, per packet",HCPCS_Level_II,HCPC2026_JAN,2026
A4708,"Acetate concentrate solution, for hemodialysis, per gallon",HCPCS_Level_II,HCPC2026_JAN,2026
A4709,"Acid concentrate, solution, for hemodialysis, per gallon",HCPCS_Level_II,HCPC2026_JAN,2026
A4714,"Treated water (deionized, distilled, or reverse osmosis) for peritoneal dialysis, per gallon",HCPCS_Level_II,HCPC2026_JAN,2026
A4719,"""y set"" tubing for peritoneal dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4720,"Dialysate solution, any concentration of dextrose, fluid volume greater than 249 cc, but less than or equal to 999 cc, for peritoneal dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4721,"Dialysate solution, any concentration of dextrose, fluid volume greater than 999 cc but less than or equal to 1999 cc, for peritoneal dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4722,"Dialysate solution, any concentration of dextrose, fluid volume greater than 1999 cc but less than or equal to 2999 cc, for peritoneal dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4723,"Dialysate solution, any concentration of dextrose, fluid volume greater than 2999 cc but less than or equal to 3999 cc, for peritoneal dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4724,"Dialysate solution, any concentration of dextrose, fluid volume greater than 3999 cc but less than or equal to 4999 cc, for peritoneal dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4725,"Dialysate solution, any concentration of dextrose, fluid volume greater than 4999 cc but less than or equal to 5999 cc, for peritoneal dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4726,"Dialysate solution, any concentration of dextrose, fluid volume greater than 5999 cc, for peritoneal dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
A4728,"Dialysate solution, non-dextrose containing, 500 ml",HCPCS_Level_II,HCPC2026_JAN,2026
A4730,"Fistula cannulation set for hemodialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4736,"Topical anesthetic, for dialysis, per gram",HCPCS_Level_II,HCPC2026_JAN,2026
A4737,"Injectable anesthetic, for dialysis, per 10 ml",HCPCS_Level_II,HCPC2026_JAN,2026
A4740,"Shunt accessory, for hemodialysis, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4750,"Blood tubing, arterial or venous, for hemodialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4755,"Blood tubing, arterial and venous combined, for hemodialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4760,"Dialysate solution test kit, for peritoneal dialysis, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4765,"Dialysate concentrate, powder, additive for peritoneal dialysis, per packet",HCPCS_Level_II,HCPC2026_JAN,2026
A4766,"Dialysate concentrate, solution, additive for peritoneal dialysis, per 10 ml",HCPCS_Level_II,HCPC2026_JAN,2026
A4770,"Blood collection tube, vacuum, for dialysis, per 50",HCPCS_Level_II,HCPC2026_JAN,2026
A4771,"Serum clotting time tube, for dialysis, per 50",HCPCS_Level_II,HCPC2026_JAN,2026
A4772,"Blood glucose test strips, for dialysis, per 50",HCPCS_Level_II,HCPC2026_JAN,2026
A4773,"Occult blood test strips, for dialysis, per 50",HCPCS_Level_II,HCPC2026_JAN,2026
A4774,"Ammonia test strips, for dialysis, per 50",HCPCS_Level_II,HCPC2026_JAN,2026
A4802,"Protamine sulfate, for hemodialysis, per 50 mg",HCPCS_Level_II,HCPC2026_JAN,2026
A4860,"Disposable catheter tips for peritoneal dialysis, per 10",HCPCS_Level_II,HCPC2026_JAN,2026
A4870,Plumbing and/or electrical work for home hemodialysis equipment,HCPCS_Level_II,HCPC2026_JAN,2026
A4890,"Contracts, repair and maintenance, for hemodialysis equipment",HCPCS_Level_II,HCPC2026_JAN,2026
A4911,"Drain bag/bottle, for dialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4913,"Miscellaneous dialysis supplies, not otherwise specified",HCPCS_Level_II,HCPC2026_JAN,2026
A4918,"Venous pressure clamp, for hemodialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4927,"Gloves, non-sterile, per 100",HCPCS_Level_II,HCPC2026_JAN,2026
A4928,"Surgical mask, per 20",HCPCS_Level_II,HCPC2026_JAN,2026
A4929,"Tourniquet for dialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4930,"Gloves, sterile, per pair",HCPCS_Level_II,HCPC2026_JAN,2026
A4931,"Oral thermometer, reusable, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A4932,"Rectal thermometer, reusable, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
A5,Dressing for five wounds,HCPCS_Level_II,HCPC2026_JAN,2026
A5051,"Ostomy pouch, closed; with barrier attached (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5052,"Ostomy pouch, closed; without barrier attached (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5053,"Ostomy pouch, closed; for use on faceplate, each",HCPCS_Level_II,HCPC2026_JAN,2026
A5054,"Ostomy pouch, closed; for use on barrier with flange (2 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5055,Stoma cap,HCPCS_Level_II,HCPC2026_JAN,2026
A5056,"Ostomy pouch, drainable, with extended wear barrier attached, with filter, (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5057,"Ostomy pouch, drainable, with extended wear barrier attached, with built in convexity, with filter, (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5061,"Ostomy pouch, drainable; with barrier attached, (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5062,"Ostomy pouch, drainable; without barrier attached (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5063,"Ostomy pouch, drainable; for use on barrier with flange (2 piece system), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5071,"Ostomy pouch, urinary; with barrier attached (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5072,"Ostomy pouch, urinary; without barrier attached (1 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5073,"Ostomy pouch, urinary; for use on barrier with flange (2 piece), each",HCPCS_Level_II,HCPC2026_JAN,2026
A5081,"Stoma plug or seal, any type",HCPCS_Level_II,HCPC2026_JAN,2026
A5082,Continent device; catheter for continent stoma,HCPCS_Level_II,HCPC2026_JAN,2026
A5083,"Continent device, stoma absorptive cover for continent stoma",HCPCS_Level_II,HCPC2026_JAN,2026
A5093,Ostomy accessory; convex insert,HCPCS_Level_II,HCPC2026_JAN,2026
A5102,"Bedside drainage bottle with or without tubing, rigid or expandable, each",HCPCS_Level_II,HCPC2026_JAN,2026
A5105,"Urinary suspensory with leg bag, with or without tube, each",HCPCS_Level_II,HCPC2026_JAN,2026
A5112,"Urinary drainage bag, leg or abdomen, latex, with or without tube, with straps, each",HCPCS_Level_II,HCPC2026_JAN,2026
A5113,"Leg strap; latex, replacement only, per set",HCPCS_Level_II,HCPC2026_JAN,2026
A5114,"Leg strap; foam or fabric, replacement only, per set",HCPCS_Level_II,HCPC2026_JAN,2026
A5120,"Skin barrier, wipes or swabs, each",HCPCS_Level_II,HCPC2026_JAN,2026
